device,tick_ms,sequence,valid,block_index,sample_index,left,right,sample_count,min,max,peak_abs,mean_abs,frame_id,radar_type,frame_len,data_len,driver_drop,msg_drop,frame_hex,radar_decoded
radar,540642,31730,1,2,,,,,,,,,31730,0x0a13,21,12,0,0,017BF2000C0A136200D95E3E880734BD98EE8FBC05,total_phase=0.218;breath_phase=-0.044;heart_phase=-0.018
radar,540643,31731,1,0,,,,,,,,,31731,0x0a14,13,4,0,0,017BF300040A146C0000984126,breath_rate_per_min=19.000
radar,540646,31732,1,2,,,,,,,,,31732,0x0100,33,24,0,0,017BF400180100686272656174682072617465203D2031392E30303030303020EE,text=breath rate = 19.000000
radar,540679,31733,1,0,,,,,,,,,31733,0x0a38,10,1,0,0,017BF500010A384302FD,
radar,540703,31734,1,2,,,,,,,,,31734,0x0a13,21,12,0,0,017BF6000C0A13660070BCBC805746BDB8F052BD04,total_phase=-0.023;breath_phase=-0.048;heart_phase=-0.051
radar,540739,31735,1,0,,,,,,,,,31735,0x0a38,10,1,0,0,017BF700010A384102FD,
radar,540739,31736,1,2,,,,,,,,,31736,0x0a18,11,2,0,0,017BF800020A186D0200FD,
radar,540739,31737,1,4,,,,,,,,,31737,0x0a16,17,8,0,0,017BF900080A1668010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540740,31738,1,3,,,,,,,,,31738,0x0f09,11,2,0,0,017BFA00020F097B0100FE,human_present=1
radar,540740,31739,1,1,,,,,,,,,31739,0x0a17,17,8,0,0,017BFB00080A176B5A45913D049FC43E2D,
radar,540743,31740,1,2,,,,,,,,,31740,0x0a13,21,12,0,0,017BFC000C0A136C804B2FBEB80055BDCCEF8EBDE5,total_phase=-0.171;breath_phase=-0.052;heart_phase=-0.070
radar,540744,31741,1,1,,,,,,,,,31741,0x0a14,13,4,0,0,017BFD00040A14620000984126,breath_rate_per_min=19.000
radar,540748,31742,1,2,,,,,,,,,31742,0x0100,33,24,0,0,017BFE00180100626272656174682072617465203D2031392E30303030303020EE,text=breath rate = 19.000000
radar,540781,31743,1,1,,,,,,,,,31743,0x0a38,10,1,0,0,017BFF00010A384902FD,
radar,540805,31744,1,2,,,,,,,,,31744,0x0a13,21,12,0,0,017C00000C0A1397806814BEA8C65FBD5EE892BDA8,total_phase=-0.145;breath_phase=-0.055;heart_phase=-0.072
radar,540838,31745,1,1,,,,,,,,,31745,0x0a38,10,1,0,0,017C0100010A38B002FD,
radar,540839,31746,1,2,,,,,,,,,31746,0x0a18,11,2,0,0,017C0200020A18900200FD,
radar,540840,31747,1,3,,,,,,,,,31747,0x0a16,17,8,0,0,017C0300080A1695010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540841,31748,1,2,,,,,,,,,31748,0x0f09,11,2,0,0,017C0400020F09820100FE,human_present=1
radar,540842,31749,1,3,,,,,,,,,31749,0x0a17,17,8,0,0,017C0500080A17925A45913D049FC43E2D,
radar,540845,31750,1,2,,,,,,,,,31750,0x0a13,21,12,0,0,017C06000C0A139100FC85BDF0A466BD95D672BD38,total_phase=-0.065;breath_phase=-0.056;heart_phase=-0.059
radar,540846,31751,1,3,,,,,,,,,31751,0x0a14,13,4,0,0,017C0700040A149F0000A0411E,breath_rate_per_min=20.000
radar,540849,31752,1,2,,,,,,,,,31752,0x0100,33,24,0,0,017C0800180100936272656174682072617465203D2032302E30303030303020E4,text=breath rate = 20.000000
radar,540850,31753,1,3,,,,,,,,,31753,0x0a15,13,4,0,0,017C0900040A15900000A6421B,heart_rate_bpm=83.000
radar,540853,31754,1,1,,,,,,,,,31754,0x0100,32,23,0,0,017C0A001701009E68656172742072617465203D2038332E303030303030208F,text=heart rate = 83.000000
radar,540886,31755,1,3,,,,,,,,,31755,0x0a38,10,1,0,0,017C0B00010A38BA02FD,
radar,540910,31756,1,1,,,,,,,,,31756,0x0a13,21,12,0,0,017C0C000C0A139B00C8463DB8C769BD094614BD01,total_phase=0.049;breath_phase=-0.057;heart_phase=-0.036
radar,540943,31757,1,3,,,,,,,,,31757,0x0a38,10,1,0,0,017C0D00010A38BC02FD,
radar,540944,31758,1,1,,,,,,,,,31758,0x0a18,11,2,0,0,017C0E00020A189C0200FD,
radar,540945,31759,1,3,,,,,,,,,31759,0x0a16,17,8,0,0,017C0F00080A1699010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540946,31760,1,1,,,,,,,,,31760,0x0f09,11,2,0,0,017C1000020F09960100FE,human_present=1
radar,540949,31761,1,3,,,,,,,,,31761,0x0a17,17,8,0,0,017C1100080A17865A45913D049FC43E2D,
radar,540950,31762,1,1,,,,,,,,,31762,0x0a13,21,12,0,0,017C12000C0A138580CF323EF07169BDE8AE09BC1A,total_phase=0.175;breath_phase=-0.057;heart_phase=-0.008
radar,540951,31763,1,3,,,,,,,,,31763,0x0a14,13,4,0,0,017C1300040A148B0000A0411E,breath_rate_per_min=20.000
radar,540954,31764,1,1,,,,,,,,,31764,0x0100,33,24,0,0,017C14001801008F6272656174682072617465203D2032302E30303030303020E4,text=breath rate = 20.000000
radar,540989,31765,1,3,,,,,,,,,31765,0x0a38,10,1,0,0,017C1500010A38A402FD,
radar,541011,31766,1,1,,,,,,,,,31766,0x0a13,21,12,0,0,017C16000C0A1381C02D0A3E90E265BDB980813C08,total_phase=0.135;breath_phase=-0.056;heart_phase=0.016
radar,541044,31767,1,3,,,,,,,,,31767,0x0a38,10,1,0,0,017C1700010A38A602FD,
radar,541044,31768,1,1,,,,,,,,,31768,0x0a18,11,2,0,0,017C1800020A188A0200FD,
